file_list,flags,temporal_coordinates,spatial_coordinates,metadata
['SNAP-141531-0119.jpg'],1,[],"[3.0, 727, 627, 18]",{}
['SNAP-141531-0119.jpg'],1,[],"[3.0, 1229, 486, 13]",{}
['SNAP-141531-0119.jpg'],1,[],"[3.0, 1215, 270, 11]",{}
['SNAP-141531-0119.jpg'],1,[],"[3.0, 1166, 237, 12]",{}
['SNAP-141539-0120.jpg'],1,[],"[3.0, 266, 201, 16]",{}
['SNAP-141539-0120.jpg'],1,[],"[3.0, 1029, 136, 15]",{}
['SNAP-141555-0121.jpg'],1,[],"[3.0, 155, 438, 12]",{}
['SNAP-141555-0121.jpg'],1,[],"[3.0, 616, 708, 13]",{}
['SNAP-141555-0121.jpg'],1,[],"[3.0, 848, 763, 12]",{}
['SNAP-141555-0121.jpg'],1,[],"[3.0, 460, 34, 11.044]",{}
['SNAP-141612-0122.jpg'],1,[],"[3.0, 265, 156, 15]",{}
['SNAP-141612-0122.jpg'],1,[],"[3.0, 264, 466, 16]",{}
['SNAP-141612-0122.jpg'],1,[],"[3.0, 649, 921, 17]",{}
['SNAP-141623-0123.jpg'],1,[],"[3.0, 550, 49, 14]",{}
['SNAP-141623-0123.jpg'],1,[],"[3.0, 158, 259, 10]",{}
['SNAP-141636-0124.jpg'],1,[],"[3.0, 140, 59, 15]",{}
['SNAP-141651-0125.jpg'],1,[],"[3.0, 647, 523, 13]",{}
['SNAP-141651-0125.jpg'],1,[],"[3.0, 1245, 281, 10]",{}
"[""SNAP-151139-0156.jpg""]",1,[],"[3,569.859,235.109,12.057]",{}
"[""SNAP-151139-0156.jpg""]",1,[],"[3,495.967,314.598,6.81]",{}
"[""SNAP-151139-0156.jpg""]",1,[],"[3,890.055,395.206,8.15]",{}
"[""SNAP-151154-0157.jpg""]",1,[],"[3,287.728,97.402,13.849]",{}
"[""SNAP-151154-0157.jpg""]",1,[],"[3,287.728,211.598,14.25]",{}
"[""SNAP-151154-0157.jpg""]",1,[],"[3,581.055,519.478,10.621]",{}
"[""SNAP-151154-0157.jpg""]",1,[],"[3,497.087,214.957,6.334]",{}
"[""SNAP-151154-0157.jpg""]",1,[],"[3,1202.859,170.474,6.419]",{}
"[""SNAP-151154-0157.jpg""]",1,[],"[3,427.975,677.13,9.61]",{}
"[""SNAP-151154-0157.jpg""]",1,[],"[3,683.09,966.817,10.186]",{}
"[""SNAP-151154-0157.jpg""]",1,[],"[3,883.368,982.315,13.487]",{}
"[""SNAP-151206-0158.jpg""]",1,[],"[3,212.199,83.449,5.96]",{}
"[""SNAP-151206-0158.jpg""]",1,[],"[3,1084.838,54.838,16.038]",{}
"[""SNAP-151206-0158.jpg""]",1,[],"[3,990.66,367.176,13.487]",{}
"[""SNAP-151206-0158.jpg""]",1,[],"[3,1043.113,475.66,6.079]",{}
"[""SNAP-151218-0159.jpg""]",1,[],"[3,225.312,195.509,9.612]",{}
"[""SNAP-151218-0159.jpg""]",1,[],"[3,760.579,367.176,5.96]",{}
"[""SNAP-151218-0159.jpg""]",1,[],"[3,1111.065,40.532,11.921]",{}
"[""SNAP-151218-0159.jpg""]",1,[],"[3,1262.465,656.863,10.255]",{}
"[""SNAP-151218-0159.jpg""]",1,[],"[3,1258.889,914.363,6.951]",{}
"[""SNAP-151218-0159.jpg""]",1,[],"[3,730.775,975.162,10.663]",{}
"[""SNAP-151241-0160.jpg""]",1,[],"[3,1022.536,63.975,13.902]",{}
"[""SNAP-151241-0160.jpg""]",1,[],"[3,1070.518,134.348,17.874]",{}
"[""SNAP-151241-0160.jpg""]",1,[],"[3,1161.149,102.36,3.845]",{}
"[""SNAP-151241-0160.jpg""]",1,[],"[3,1049.193,506.47,5.331]",{}
"[""SNAP-151241-0160.jpg""]",1,[],"[3,776.232,442.495,16.275]",{}
"[""SNAP-151241-0160.jpg""]",1,[],"[3,1195.269,991.615,13.861]",{}
"[""SNAP-151254-0161.jpg""]",1,[],"[3,600.3,412.64,11.921]",{}
"[""SNAP-151254-0161.jpg""]",1,[],"[3,1092.909,445.694,13.189]",{}
"[""SNAP-151254-0161.jpg""]",1,[],"[3,1134.493,7.464,9.655]",{}
"[""SNAP-151254-0161.jpg""]",1,[],"[3,778.364,840.207,7.153]",{}
"[""SNAP-151254-0161.jpg""]",1,[],"[3,562.981,880.725,8.328]",{}
"[""SNAP-151254-0161.jpg""]",1,[],"[3,164.203,833.81,6.032]",{}
"[""SNAP-151254-0161.jpg""]",1,[],"[3,1134.493,1005.476,10.059]",{}
"[""SNAP-151312-0162.jpg""]",1,[],"[3,359.328,182.329,12.435]",{}
"[""SNAP-151312-0162.jpg""]",1,[],"[3,275.093,77.836,10.115]",{}
"[""SNAP-151312-0162.jpg""]",1,[],"[3,147.143,334.803,15.851]",{}
"[""SNAP-151312-0162.jpg""]",1,[],"[3,238.841,678.137,10.662]",{}
"[""SNAP-151312-0162.jpg""]",1,[],"[3,954.296,902.05,8.328]",{}
"[""SNAP-151312-0162.jpg""]",1,[],"[3,615.228,301.749,6.218]",{}
"[""SNAP-151312-0162.jpg""]",1,[],"[3,609.896,270.828,4.769]",{}
"[""SNAP-151327-0163.jpg""]",1,[],"[3,170.6,79.969,14.305]",{}
"[""SNAP-151327-0163.jpg""]",1,[],"[3,1043.861,942.567,16.136]",{}
"[""SNAP-151327-0163.jpg""]",1,[],"[3,814.617,513.934,5.437]",{}
"[""SNAP-151336-0164.jpg""]",1,[],"[3,495.807,213.251,12.156]",{}
"[""SNAP-151336-0164.jpg""]",1,[],"[3,55.445,247.371,8.596]",{}
"[""SNAP-151336-0164.jpg""]",1,[],"[3,1068.385,57.578,12.434]",{}
"[""SNAP-151336-0164.jpg""]",1,[],"[3,1045.994,959.627,9.047]",{}
"[""SNAP-151336-0164.jpg""]",1,[],"[3,641.884,755.973,4.524]",{}
"[""SNAP-151344-0165.jpg""]",1,[],"[3,42.65,84.234,10.663]",{}
"[""SNAP-151344-0165.jpg""]",1,[],"[3,893.52,403.043,11.334]",{}
"[""SNAP-151344-0165.jpg""]",1,[],"[3,1192.07,372.122,6.827]",{}
"[""SNAP-151344-0165.jpg""]",1,[],"[3,844.472,507.536,7.689]",{}
"[""SNAP-151344-0165.jpg""]",1,[],"[3,1214.462,720.787,3.199]",{}
"[""SNAP-151354-0166.jpg""]",1,[],"[3,87.433,497.94,14.344]",{}
"[""SNAP-151354-0166.jpg""]",1,[],"[3,385.983,511.801,10.059]",{}
"[""SNAP-151354-0166.jpg""]",1,[],"[3,77.836,864.731,9.831]",{}
"[""SNAP-151354-0166.jpg""]",1,[],"[3,706.925,41.584,10.556]",{}
"[""SNAP-151402-0167.jpg""]",1,[],"[3,443.561,85.3,8.121]",{}
"[""SNAP-151402-0167.jpg""]",1,[],"[3,785.828,357.195,12.839]",{}
"[""SNAP-151402-0167.jpg""]",1,[],"[3,198.323,510.735,10.662]",{}
"[""SNAP-151402-0167.jpg""]",1,[],"[3,292.153,502.205,6.827]",{}
"[""SNAP-151402-0167.jpg""]",1,[],"[3,349.731,773.033,9.537]",{}
"[""SNAP-151411-0168.jpg""]",1,[],"[3,135.414,125.818,15.85]",{}
"[""SNAP-151411-0168.jpg""]",1,[],"[3,146.077,824.213,7.54]",{}
"[""SNAP-151425-0169.jpg""]",1,[],"[3,644.017,129.017,10.715]",{}
"[""SNAP-151425-0169.jpg""]",1,[],"[3,12.795,923.375,8.793]",{}
"[""SNAP-151425-0169.jpg""]",1,[],"[3,1261.377,71.439,7.54]",{}
"[""SNAP-151440-0170.jpg""]",1,[],"[3,667.474,28.789,13.015]",{}
"[""SNAP-151440-0170.jpg""]",1,[],"[3,1053.458,374.255,7.762]",{}
"[""SNAP-151459-0171.jpg""]",1,[],"[3,365.725,73.572,13.36]",{}
"[""SNAP-151459-0171.jpg""]",1,[],"[3,705.859,465.952,15.378]",{}
"[""SNAP-151459-0171.jpg""]",1,[],"[3,1081.18,10.663,12.972]",{}
"[""SNAP-151459-0171.jpg""]",1,[],"[3,802.888,602.433,4.769]",{}
"[""SNAP-151459-0171.jpg""]",1,[],"[3,803.954,673.872,5.742]",{}
"[""SNAP-151459-0171.jpg""]",1,[],"[3,1219.793,696.263,6.744]",{}
"[""SNAP-151459-0171.jpg""]",1,[],"[3,442.495,786.894,12.063]",{}
"[""SNAP-151459-0171.jpg""]",1,[],"[3,264.431,914.845,7.688]",{}
"[""SNAP-151511-0172.jpg""]",1,[],"[3,585.372,350.798,15.155]",{}
"[""SNAP-151511-0172.jpg""]",1,[],"[3,640.818,104.493,10.059]",{}
"[""SNAP-151511-0172.jpg""]",1,[],"[3,1231.522,75.704,13.487]",{}
"[""SNAP-151511-0172.jpg""]",1,[],"[3,963.892,442.495,14.305]",{}
"[""SNAP-151511-0172.jpg""]",1,[],"[3,1235.787,938.302,7.153]",{}
"[""SNAP-151511-0172.jpg""]",1,[],"[3,149.275,719.72,5.331]",{}
"[""SNAP-151511-0172.jpg""]",1,[],"[3,584.306,925.507,5.331]",{}
"[""SNAP-151524-0173.jpg""]",1,[],"[3,12.795,111.957,15.994]",{}
"[""SNAP-151524-0173.jpg""]",1,[],"[3,874.327,237.774,15.267]",{}
"[""SNAP-151524-0173.jpg""]",1,[],"[3,1260.311,43.716,6.218]",{}
"[""SNAP-151524-0173.jpg""]",1,[],"[3,1276.304,604.565,13.903]",{}
"[""SNAP-151524-0173.jpg""]",1,[],"[3,1147.288,690.932,15.378]",{}
"[""SNAP-151524-0173.jpg""]",1,[],"[3,81.035,986.284,10.059]",{}
"[""SNAP-151538-0174.jpg""]",1,[],"[3,303.341,16.978,11.205]",{}
"[""SNAP-151538-0174.jpg""]",1,[],"[3,704.022,502.549,6.403]",{}
"[""SNAP-151553-0175.jpg""]",1,[],"[3,385.967,534.242,13.676]",{}
"[""SNAP-151553-0175.jpg""]",1,[],"[3,561.407,597.626,12.655]",{}
"[""SNAP-151553-0175.jpg""]",1,[],"[3,124.505,679.121,4.666]",{}
"[""SNAP-151553-0175.jpg""]",1,[],"[3,614.604,900.967,6.6]",{}
"[""SNAP-151553-0175.jpg""]",1,[],"[3,1091.121,84.89,15.395]",{}
"[""SNAP-151553-0175.jpg""]",1,[],"[3,1027.736,66.78,13.677]",{}
"[""SNAP-151605-0176.jpg""]",1,[],"[3,1015.286,28.297,15.395]",{}
"[""SNAP-151605-0176.jpg""]",1,[],"[3,996.044,301.077,8.84]",{}
"[""SNAP-151605-0176.jpg""]",1,[],"[3,1226.945,718.736,16.324]",{}
"[""SNAP-151605-0176.jpg""]",1,[],"[3,495.758,904.363,9.737]",{}
"[""SNAP-151605-0176.jpg""]",1,[],"[3,36.22,827.396,13.816]",{}
"[""SNAP-151618-0177.jpg""]",1,[],"[3,816.077,58.857,14.758]",{}
"[""SNAP-151618-0177.jpg""]",1,[],"[3,354.275,376.912,8.003]",{}
"[""SNAP-151618-0177.jpg""]",1,[],"[3,915.681,830.791,12.905]",{}
"[""SNAP-151618-0177.jpg""]",1,[],"[3,857.956,779.857,5.66]",{}
"[""SNAP-151618-0177.jpg""]",1,[],"[3,700.626,964.352,6.096]",{}
"[""SNAP-151629-0178.jpg""]",1,[],"[3,286.363,81.495,8.84]",{}
"[""SNAP-151629-0178.jpg""]",1,[],"[3,166.385,534.242,15.227]",{}
"[""SNAP-151629-0178.jpg""]",1,[],"[3,896.44,126.769,11.148]",{}
"[""SNAP-151629-0178.jpg""]",1,[],"[3,898.703,647.429,11.319]",{}
"[""SNAP-151629-0178.jpg""]",1,[],"[3,1174.879,731.187,12.243]",{}
"[""SNAP-151629-0178.jpg""]",1,[],"[3,1018.681,902.099,13.629]",{}
"[""SNAP-151639-0179.jpg""]",1,[],"[3,15.846,516.132,11.319]",{}
"[""SNAP-151639-0179.jpg""]",1,[],"[3,453.879,15.846,10.25]",{}
"[""SNAP-151639-0179.jpg""]",1,[],"[3,1246.187,502.549,8.621]",{}
"[""SNAP-151648-0180.jpg""]",1,[],"[3,564.802,75.835,10.435]",{}
"[""SNAP-151648-0180.jpg""]",1,[],"[3,853.429,298.813,11.319]",{}
"[""SNAP-151648-0180.jpg""]",1,[],"[3,1119.418,552.352,7.592]",{}
"[""SNAP-151648-0180.jpg""]",1,[],"[3,47.538,242.22,6.6]",{}
"[""SNAP-151648-0180.jpg""]",1,[],"[3,783.253,845.505,5.062]",{}
"[""SNAP-151700-0181.jpg""]",1,[],"[3,206,182.231,12.905]",{}
"[""SNAP-151700-0181.jpg""]",1,[],"[3,59.989,296.549,10.436]",{}
"[""SNAP-151700-0181.jpg""]",1,[],"[3,865.879,227.505,10.124]",{}
"[""SNAP-151700-0181.jpg""]",1,[],"[3,997.176,335.033,12.655]",{}
"[""SNAP-151700-0181.jpg""]",1,[],"[3,1230.341,572.725,8.84]",{}
"[""SNAP-151700-0181.jpg""]",1,[],"[3,723.264,872.67,7.248]",{}
"[""SNAP-151700-0181.jpg""]",1,[],"[3,697.231,571.593,5.66]",{}
"[""SNAP-151712-0182.jpg""]",1,[],"[3,1025.473,193.549,9.126]",{}
"[""SNAP-151712-0182.jpg""]",1,[],"[3,1037.923,87.154,7.247]",{}
"[""SNAP-151712-0182.jpg""]",1,[],"[3,1006.231,953.033,15.228]",{}
"[""SNAP-151712-0182.jpg""]",1,[],"[3,35.088,199.209,7.158]",{}
"[""SNAP-151721-0183.jpg""]",1,[],"[3,142.615,160.725,13.63]",{}
"[""SNAP-151721-0183.jpg""]",1,[],"[3,251.275,241.088,12.243]",{}
"[""SNAP-151721-0183.jpg""]",1,[],"[3,165.253,268.253,9.736]",{}
"[""SNAP-151721-0183.jpg""]",1,[],"[3,464.066,203.736,11.654]",{}
"[""SNAP-151721-0183.jpg""]",1,[],"[3,852.297,170.912,13.677]",{}
"[""SNAP-151721-0183.jpg""]",1,[],"[3,246.747,595.363,9.736]",{}
"[""SNAP-151721-0183.jpg""]",1,[],"[3,1182.802,91.681,5.66]",{}
"[""SNAP-151736-0184.jpg""]",1,[],"[3,681.385,153.934,9.736]",{}
"[""SNAP-151736-0184.jpg""]",1,[],"[3,759.484,155.066,8.84]",{}
"[""SNAP-151736-0184.jpg""]",1,[],"[3,713.077,733.451,15.394]",{}
"[""SNAP-151736-0184.jpg""]",1,[],"[3,735.714,790.044,12.243]",{}
"[""SNAP-151736-0184.jpg""]",1,[],"[3,526.319,818.341,9.736]",{}
"[""SNAP-151736-0184.jpg""]",1,[],"[3,301.077,779.857,11.205]",{}
"[""SNAP-151736-0184.jpg""]",1,[],"[3,1028.868,144.879,4.667]",{}
"[""SNAP-151736-0184.jpg""]",1,[],"[3,965.484,439.165,4.666]",{}
"[""SNAP-151752-0185.jpg""]",1,[],"[3,683.648,172.044,18.736]",{}
"[""SNAP-151752-0185.jpg""]",1,[],"[3,336.165,269.385,8.84]",{}
"[""SNAP-151752-0185.jpg""]",1,[],"[3,119.978,448.22,4.081]",{}
"[""SNAP-151752-0185.jpg""]",1,[],"[3,78.099,844.374,8.84]",{}
"[""SNAP-151752-0185.jpg""]",1,[],"[3,382.571,845.505,11.319]",{}
"[""SNAP-151752-0185.jpg""]",1,[],"[3,271.648,986.989,7.248]",{}
"[""SNAP-151752-0185.jpg""]",1,[],"[3,719.868,985.857,5.66]",{}
"[""SNAP-151752-0185.jpg""]",1,[],"[3,1085.462,642.901,5.659]",{}
"[""SNAP-151752-0185.jpg""]",1,[],"[3,963.22,174.308,6.095]",{}
"[""SNAP-151804-0186.jpg""]",1,[],"[3,389.363,280.703,7.593]",{}
"[""SNAP-151804-0186.jpg""]",1,[],"[3,285.231,441.429,8.162]",{}
"[""SNAP-151804-0186.jpg""]",1,[],"[3,780.989,541.033,11.543]",{}
"[""SNAP-151804-0186.jpg""]",1,[],"[3,252.407,881.725,8.162]",{}
"[""SNAP-151804-0186.jpg""]",1,[],"[3,816.077,72.44,8.003]",{}
"[""SNAP-151814-0187.jpg""]",1,[],"[3,741.374,166.385,21.977]",{}
"[""SNAP-151814-0187.jpg""]",1,[],"[3,250.143,118.846,13.63]",{}
"[""SNAP-151814-0187.jpg""]",1,[],"[3,285.231,48.67,8.84]",{}
"[""SNAP-151814-0187.jpg""]",1,[],"[3,372.385,482.176,14.406]",{}
"[""SNAP-151814-0187.jpg""]",1,[],"[3,608.945,513.868,8.24]",{}
"[""SNAP-151814-0187.jpg""]",1,[],"[3,303.341,976.802,8.004]",{}
"[""SNAP-151828-0188.jpg""]",1,[],"[3,880.593,313.527,14.495]",{}
"[""SNAP-151828-0188.jpg""]",1,[],"[3,919.077,177.703,8.004]",{}
"[""SNAP-151828-0188.jpg""]",1,[],"[3,992.648,63.385,14.714]",{}
"[""SNAP-151828-0188.jpg""]",1,[],"[3,1074.143,138.088,6.402]",{}
"[""SNAP-151835-0189.jpg""]",1,[],"[3,287.495,79.231,8.162]",{}
"[""SNAP-151835-0189.jpg""]",1,[],"[3,984.725,148.275,11.205]",{}
"[""SNAP-151835-0189.jpg""]",1,[],"[3,651.956,857.956,8.162]",{}
"[""SNAP-151835-0189.jpg""]",1,[],"[3,368.989,654.22,7.158]",{}
"[""SNAP-151853-0190.jpg""]",1,[],"[3,573.857,234.297,11.653]",{}
"[""SNAP-151853-0190.jpg""]",1,[],"[3,82.626,82.626,12.905]",{}
"[""SNAP-151853-0190.jpg""]",1,[],"[3,1117.154,445.956,9.736]",{}
"[""SNAP-151853-0190.jpg""]",1,[],"[3,11.319,312.396,17.607]",{}
"[""SNAP-151853-0190.jpg""]",1,[],"[3,425.582,868.143,5.062]",{}
"[""SNAP-151906-0191.jpg""]",1,[],"[3,400.681,21.505,12.244]",{}
"[""SNAP-151906-0191.jpg""]",1,[],"[3,822.868,348.615,7.594]",{}
"[""SNAP-151924-0192.jpg""]",1,[],"[3,418.791,631.582,11.654]",{}
"[""SNAP-151924-0192.jpg""]",1,[],"[3,89.418,407.473,8.84]",{}
"[""SNAP-151924-0192.jpg""]",1,[],"[3,294.286,505.945,7.593]",{}
"[""SNAP-151924-0192.jpg""]",1,[],"[3,319.187,768.538,7.248]",{}
"[""SNAP-151924-0192.jpg""]",1,[],"[3,182.231,973.407,6.599]",{}
"[""SNAP-151935-0193.jpg""]",1,[],"[3,262.593,507.077,20.025]",{}
"[""SNAP-151935-0193.jpg""]",1,[],"[3,371.253,519.527,8.241]",{}
"[""SNAP-151935-0193.jpg""]",1,[],"[3,1131.868,47.538,13.677]",{}
"[""SNAP-151935-0193.jpg""]",1,[],"[3,1291.462,657.615,8.62]",{}
"[""SNAP-151945-0194.jpg""]",1,[],"[3,850.033,529.714,5.66]",{}
"[""SNAP-151945-0194.jpg""]",1,[],"[3,1020.945,443.692,6.601]",{}
"[""SNAP-151945-0194.jpg""]",1,[],"[3,1108.099,56.593,6.403]",{}
"[""SNAP-151945-0194.jpg""]",1,[],"[3,230.901,804.758,6.095]",{}
"[""SNAP-151958-0195.jpg""]",1,[],"[3,305.604,198.077,9.605]",{}
"[""SNAP-151958-0195.jpg""]",1,[],"[3,886.253,568.198,8.84]",{}
"[""SNAP-151958-0195.jpg""]",1,[],"[3,1119.418,482.176,8.003]",{}
"[""SNAP-151958-0195.jpg""]",1,[],"[3,671.198,220.714,5.062]",{}
"[""SNAP-151958-0195.jpg""]",1,[],"[3,299.945,915.681,7.593]",{}
"[""SNAP-152006-0196.jpg""]",1,[],"[3,1092.253,115.451,12.031]",{}
"[""SNAP-152006-0196.jpg""]",1,[],"[3,856.824,649.692,8.841]",{}
"[""SNAP-152028-0197.jpg""]",1,[],"[3,186.758,70.176,11.319]",{}
"[""SNAP-152028-0197.jpg""]",1,[],"[3,611.209,328.242,11.319]",{}
"[""SNAP-152028-0197.jpg""]",1,[],"[3,182.231,943.978,12.032]",{}
"[""SNAP-152028-0197.jpg""]",1,[],"[3,1181.67,928.132,5.062]",{}
"[""SNAP-152050-0198.jpg""]",1,[],"[3,201.473,671.198,12.654]",{}
"[""SNAP-152050-0198.jpg""]",1,[],"[3,586.308,101.868,15.395]",{}
"[""SNAP-152121-0199.jpg""]",1,[],"[3,529.714,157.33,14.757]",{}
"[""SNAP-152121-0199.jpg""]",1,[],"[3,187.89,512.736,11.319]",{}
"[""SNAP-152121-0199.jpg""]",1,[],"[3,467.462,610.077,6.6]",{}
"[""SNAP-152134-0200.jpg""]",1,[],"[3,201.473,537.637,15.395]",{}
"[""SNAP-152134-0200.jpg""]",1,[],"[3,1039.055,329.374,12.242]",{}
"[""SNAP-152134-0200.jpg""]",1,[],"[3,1002.835,143.747,10.435]",{}
"[""SNAP-152134-0200.jpg""]",1,[],"[3,647.429,161.857,4.802]",{}
"[""SNAP-152134-0200.jpg""]",1,[],"[3,90.549,246.747,8.84]",{}
"[""SNAP-152134-0200.jpg""]",1,[],"[3,1226.945,375.78,19.8]",{}
"[""SNAP-152134-0200.jpg""]",1,[],"[3,45.275,714.209,8.003]",{}
"[""SNAP-152149-0201.jpg""]",1,[],"[3,548.956,691.571,11.206]",{}
"[""SNAP-152149-0201.jpg""]",1,[],"[3,697.231,747.033,8.84]",{}
"[""SNAP-152149-0201.jpg""]",1,[],"[3,371.253,804.758,8.62]",{}
"[""SNAP-152149-0201.jpg""]",1,[],"[3,830.791,333.901,6.095]",{}
"[""SNAP-152149-0201.jpg""]",1,[],"[3,716.473,67.912,8.162]",{}
"[""SNAP-152201-0202.jpg""]",1,[],"[3,807.022,57.725,12.806]",{}
"[""SNAP-152201-0202.jpg""]",1,[],"[3,810.418,172.044,8.84]",{}
"[""SNAP-152201-0202.jpg""]",1,[],"[3,1142.055,280.703,16.087]",{}
"[""SNAP-152201-0202.jpg""]",1,[],"[3,441.429,189.022,8.84]",{}
"[""SNAP-152229-0203.jpg""]",1,[],"[3,807.022,57.725,11.148]",{}
"[""SNAP-152229-0203.jpg""]",1,[],"[3,810.418,174.308,8.162]",{}
"[""SNAP-152229-0203.jpg""]",1,[],"[3,1143.187,282.967,15.395]",{}
"[""SNAP-152229-0203.jpg""]",1,[],"[3,441.429,189.022,9.736]",{}
"[""SNAP-152242-0204.jpg""]",1,[],"[3,373.516,277.308,14.182]",{}
"[""SNAP-152242-0204.jpg""]",1,[],"[3,677.989,103,11.319]",{}
"[""SNAP-152242-0204.jpg""]",1,[],"[3,816.077,65.648,7.248]",{}
"[""SNAP-152242-0204.jpg""]",1,[],"[3,1079.802,81.495,9.604]",{}
"[""SNAP-152242-0204.jpg""]",1,[],"[3,722.132,675.725,8.62]",{}
"[""SNAP-152242-0204.jpg""]",1,[],"[3,796.835,982.462,18.425]",{}
"[""SNAP-152242-0204.jpg""]",1,[],"[3,1269.956,768.538,8.241]",{}
"[""SNAP-152259-0205.jpg""]",1,[],"[3,73.571,769.67,16.007]",{}
"[""SNAP-152259-0205.jpg""]",1,[],"[3,821.736,925.868,14.495]",{}
"[""SNAP-152259-0205.jpg""]",1,[],"[3,1068.484,410.868,6.403]",{}
"[""SNAP-152259-0205.jpg""]",1,[],"[3,766.275,107.527,7.248]",{}
"[""SNAP-152259-0205.jpg""]",1,[],"[3,542.165,149.407,6.402]",{}
"[""SNAP-152259-0205.jpg""]",1,[],"[3,158.462,136.956,6.403]",{}
"[""SNAP-152330-0206.jpg""]",1,[],"[3,1220.154,332.769,10.124]",{}
"[""SNAP-152330-0206.jpg""]",1,[],"[3,1109.231,604.418,10.435]",{}
"[""SNAP-152330-0206.jpg""]",1,[],"[3,959.824,888.516,14.407]",{}
"[""SNAP-152330-0206.jpg""]",1,[],"[3,63.385,972.275,15.185]",{}
"[""SNAP-152330-0206.jpg""]",1,[],"[3,176.571,370.121,7.248]",{}
"[""SNAP-152330-0206.jpg""]",1,[],"[3,285.231,590.835,6.095]",{}
"[""SNAP-152353-0207.jpg""]",1,[],"[3,78.099,556.879,13.63]",{}
"[""SNAP-152353-0207.jpg""]",1,[],"[3,971.143,470.857,13.63]",{}
"[""SNAP-152353-0207.jpg""]",1,[],"[3,1121.681,187.89,9.671]",{}
"[""SNAP-152430-0208.jpg""]",1,[],"[3,372.385,585.176,14.757]",{}
"[""SNAP-152430-0208.jpg""]",1,[],"[3,741.374,838.714,14.183]",{}
"[""SNAP-152430-0208.jpg""]",1,[],"[3,325.978,865.879,14.495]",{}
"[""SNAP-152430-0208.jpg""]",1,[],"[3,249.011,865.879,9.604]",{}
"[""SNAP-152430-0208.jpg""]",1,[],"[3,65.648,973.407,12.905]",{}
"[""SNAP-152456-0209.jpg""]",1,[],"[3,267.121,216.187,9.736]",{}
"[""SNAP-152456-0209.jpg""]",1,[],"[3,86.022,325.978,9.736]",{}
"[""SNAP-152456-0209.jpg""]",1,[],"[3,344.088,217.319,15.395]",{}
"[""SNAP-152456-0209.jpg""]",1,[],"[3,758.352,190.154,17.68]",{}
"[""SNAP-152456-0209.jpg""]",1,[],"[3,404.077,819.473,10.435]",{}
"[""SNAP-152456-0209.jpg""]",1,[],"[3,906.626,930.396,15.227]",{}
"[""SNAP-152456-0209.jpg""]",1,[],"[3,974.538,880.593,10.738]",{}
"[""SNAP-152456-0209.jpg""]",1,[],"[3,1152.242,835.319,16.324]",{}
"[""SNAP-152549-0210.jpg""]",1,[],"[3,475.385,131.297,9.604]",{}
"[""SNAP-152549-0210.jpg""]",1,[],"[3,484.44,568.198,10.435]",{}
"[""SNAP-152549-0210.jpg""]",1,[],"[3,1155.637,504.813,11.375]",{}
"[""SNAP-152549-0210.jpg""]",1,[],"[3,1176.011,898.703,16.979]",{}
"[""SNAP-152549-0210.jpg""]",1,[],"[3,519.527,313.527,4.803]",{}
"[""SNAP-152549-0210.jpg""]",1,[],"[3,348.615,140.352,6.095]",{}
"[""SNAP-152948-0211.jpg""]",1,[],"[3,715.341,444.824,12.191]",{}
"[""SNAP-152948-0211.jpg""]",1,[],"[3,835.319,551.22,6.599]",{}
"[""SNAP-152948-0211.jpg""]",1,[],"[3,174.308,717.604,9.737]",{}
"[""SNAP-152948-0211.jpg""]",1,[],"[3,45.275,830.791,6.095]",{}
"[""SNAP-152948-0211.jpg""]",1,[],"[3,1061.692,104.132,6.403]",{}
"[""SNAP-153006-0212.jpg""]",1,[],"[3,852.297,268.253,12.19]",{}
"[""SNAP-153006-0212.jpg""]",1,[],"[3,606.681,57.725,8.004]",{}
"[""SNAP-153006-0212.jpg""]",1,[],"[3,1165.824,124.505,5.062]",{}
"[""SNAP-153006-0212.jpg""]",1,[],"[3,758.352,683.648,8.841]",{}
"[""SNAP-153006-0212.jpg""]",1,[],"[3,256.934,782.121,8.84]",{}
"[""SNAP-153044-0213.jpg""]",1,[],"[3,325.978,819.473,14.406]",{}
"[""SNAP-153044-0213.jpg""]",1,[],"[3,1059.429,528.582,6.6]",{}
"[""SNAP-153044-0213.jpg""]",1,[],"[3,81.495,268.253,9.736]",{}
"[""SNAP-153044-0213.jpg""]",1,[],"[3,75.835,72.44,6.885]",{}
"[""SNAP-153044-0213.jpg""]",1,[],"[3,434.637,33.956,4.528]",{}
"[""SNAP-153103-0214.jpg""]",1,[],"[3,1203.176,568.198,17.716]",{}
"[""SNAP-153103-0214.jpg""]",1,[],"[3,79.231,315.791,12.191]",{}
"[""SNAP-153103-0214.jpg""]",1,[],"[3,567.066,315.791,8.004]",{}
"[""SNAP-153113-0215.jpg""]",1,[],"[3,585.176,234.297,12.905]",{}
"[""SNAP-153113-0215.jpg""]",1,[],"[3,108.659,208.264,11.319]",{}
"[""SNAP-153113-0215.jpg""]",1,[],"[3,1057.165,447.088,9.671]",{}
"[""SNAP-153113-0215.jpg""]",1,[],"[3,1205.44,585.176,7.592]",{}
"[""SNAP-153113-0215.jpg""]",1,[],"[3,739.11,825.132,7.247]",{}
"[""SNAP-153113-0215.jpg""]",1,[],"[3,304.473,704.022,6.599]",{}
"[""SNAP-153113-0215.jpg""]",1,[],"[3,439.165,108.659,5.772]",{}
